新聞標題,負面詞彙,強烈情感詞,命令或挑釁語氣,絕對化語言
勇挺下架傅崐萁！花蓮蛋黃酥業者自費印罷免同意書 民眾熱情支持訂單暴增,0.0,60.0,0.0,10.0
藍委提刪性平業務近全數預算 民團反對憂政策停擺,60.0,40.0,0.0,20.0
女山友攀大霸尖山失聯 2批搜救人員入山尋獲背包卻不見人影,90.0,40.0,0.0,10.0
澤倫斯基跨年夜演說 盼2025終結戰爭、實現和平,60.0,80.0,0.0,40.0
初二團圓飯 桃園副市長蘇俊賓揪移工挑戰跨國界料理,0.0,0.0,0.0,20.0
自民黨再爆小金庫疑雲 東京都議會會派職員被起訴,90.0,0.0,0.0,10.0
可以回家過年了！鈕承澤申請假釋獲准 農曆年前可望出獄,0.0,20.0,0.0,10.0
人體發熱機！嘉義文化路夜市摩肩接踵 體感溫度上升,60.0,40.0,0.0,20.0
獸醫臨床練習有新招  中興大學引進仿生動物教具,0.0,0.0,0.0,10.0
川普下令國防部 60天內提鐵穹飛彈防禦系統計畫,0.0,20.0,80.0,40.0
冬季風暴冰封  英格蘭、愛爾蘭陸空交通大亂,90.0,60.0,0.0,20.0
一度命危！ 富岡漁港女釣客落海 送醫搶救,60.0,40.0,0.0,20.0
閃電狼NaiLiu奪傳說對決MVP 成台灣電競界閃耀新星,0.0,60.0,0.0,20.0
駐以代表李雅萍倡議 台美以3國共建「非紅供應鏈」,0.0,0.0,0.0,20.0
12強國手將登上500元 林立覺得可惜盼保留「可以換1000、100元」,40.0,20.0,10.0,30.0
快新聞／確定了！黨團協商無異議通過 國會公費助理費增3％,0.0,0.0,20.0,10.0
PLG勇士險搞砸27分領先 客場退鋼鐵人終止3連敗,60.0,40.0,0.0,20.0
男住客房內裸身遭女員工刷卡闖入 飯店辯：多數房客白天已離房,60.0,40.0,0.0,20.0
台北國際書展 香港專區快遞台港文化議題,30.0,20.0,0.0,10.0
LUXGEN n⁷ 人氣旺 帶動格上電動車訂閱車業績去年勁翻3倍,0.0,20.0,0.0,40.0
陳玉珍對賭「絕無中國身分證」：若有就下台，若沒有黃捷下台,60.0,40.0,80.0,90.0
小孟老師運勢／牡羊座加班多「正財也多」！2星座「喜迎財神爺」中獎了,0.0,20.0,0.0,40.0
台中新光三越氣爆 警通知在場5工人以證人到案釐清,60.0,0.0,20.0,10.0
學測數學B 全教會認試題友善分數可望上升,10.0,0.0,0.0,20.0
56歲「486先生」突爆生病慘況！手臂肌肉大量流失 開刀「暴瘦21公斤」,90.0,80.0,0.0,20.0
新竹緊急安置委託保母薪資遭拖欠  市府允改進,60.0,0.0,0.0,10.0
拜登最後一擊 收緊進口商品小額免稅 或重創中國電商,90.0,80.0,20.0,40.0
梅迪維夫搶十敗給美國小將 爆冷止步澳網次輪,60.0,40.0,0.0,20.0
中國證監會提刺激A股措施 分析家不看好,60.0,40.0,0.0,20.0
撞死運匠肇事車曝光！「後照鏡斷、擋風玻璃碎」…邱軍仍辯：撞到石頭,90.0,60.0,0.0,20.0
亞洲盃男籃資格賽 台灣睽違9年擊敗菲律賓[影],0.0,0.0,0.0,20.0
射擊／拚到加射封后 林穎欣10公尺空氣步槍為地主留金,0.0,0.0,0.0,20.0
男河堤慢跑「生殖器被狗咬破」 質疑「不是野狗」飼主不肯承認,90.0,60.0,0.0,20.0
諾魯難民拘留營違反人權 聯合國裁定澳洲負責,90.0,60.0,0.0,20.0
總預算案二讀 吳思瑤：刪減凍結數史上最高令人遺憾,90.0,80.0,0.0,60.0
央視：西藏日喀則市發生規模6.9地震,90.0,0.0,0.0,10.0
未來1個月恐再有大地震！！震後餘震越來越小？專家：觀念改了,90.0,80.0,0.0,60.0
澤倫斯基：普丁想在俄烏戰爭上操控川普,60.0,40.0,0.0,20.0
屏東東港安泰醫院驚爆是超級違建  「等半天」院方終於發聲,90.0,80.0,0.0,20.0
NBA／哈利伯頓第三節爆發助溜馬痛擊馬刺 主帥讚：他改變了一切,20.0,60.0,0.0,40.0
快訊／第一道政令出爐 川普演說宣布：南部邊境進入國家緊急狀態,60.0,40.0,20.0,10.0
員工疑涉中居正廣性侵醜聞 富士電視台成立調查委員會,90.0,60.0,0.0,20.0
王瞳被爆新戀情？無預警透露「感情現況」 罕曝：連媽媽都要求做1事,0.0,20.0,40.0,10.0
中國灰色襲擾 管碧玲：研判偷渡行徑有一定模組,60.0,40.0,0.0,20.0
印第安納州長布勞恩就職  持續強化對台夥伴關係,0.0,20.0,0.0,10.0
基隆冰櫃藏屍案再查獲4共犯到案  6嫌全落網送辦,90.0,60.0,0.0,20.0
連鐵票倉都砍？陳玉珍刪榮民安養經費1億、凍結1億,90.0,60.0,0.0,20.0
販毒集團藏身高雄回收廠8嫌落網  2警犬出擊建功,60.0,0.0,0.0,10.0
快新聞／與哈佛、MIT學生座談 蔡英文重溫教授回憶喊：我國是世界的台灣,0.0,20.0,40.0,10.0
大毅幸福公益展義賣劉其偉等4名家作品 所得助6家社福團體,0.0,0.0,0.0,20.0
麻疹中部醫院群聚 邱泰源：疫情在控制範圍內,40.0,0.0,0.0,20.0
盧秀燕罕見缺席春節前最後一場市政會議 「確診A流」發燒請假,60.0,0.0,0.0,10.0
香港金管局重申 無需改變聯繫匯率制度,0.0,0.0,0.0,20.0
快新聞／蘇巧慧合體蕭美琴慈惠宮參拜 林右昌：都是為台灣祈福,0.0,20.0,10.0,0.0
家族內鬥？彰化議長謝典林怨「鬥輸姊姊謝衣鳳」傳為縣長大位急關臉書,60.0,40.0,0.0,20.0
奧運／真的「落漆」了！巴黎奧運獎牌嚴重掉色 超過百選手要求退換,90.0,60.0,0.0,20.0
重新開幕第一天就失火！太魯閣晶英酒店道歉：16日房費全免,90.0,60.0,0.0,20.0
世界機關王初賽 周春米勉學生讓科學更貼近生活,0.0,20.0,0.0,10.0
日本鳥島海域規模6地震  氣象廳︰暫無海嘯風險,40.0,0.0,0.0,20.0
台南4層樓透天厝火警 3戶共6人急撤幸無人傷,40.0,0.0,0.0,10.0
陽帆被爆坐擁10間房產！親揭秀場真實面...坦言：費玉清靠這招賺更多,0.0,20.0,0.0,10.0
三重建案基地塌陷 害5層樓鄰宅倒塌,90.0,60.0,0.0,20.0
台中市民宅竄火舌  1男子成焦屍,90.0,80.0,0.0,10.0
中國證監會拋方案 強化支持ETF投資,0.0,20.0,0.0,40.0
北市春安啟動 蔣萬安提3重點「治安穩、交通順、民安心」,0.0,0.0,0.0,10.0
食安辦：選購年節食品有3要領 注意產品是否在有效期,0.0,0.0,20.0,10.0
洛杉磯最慘野火5死 一天燒掉250座大安森林公園,90.0,60.0,0.0,80.0
台港發紅包習慣大不同 移台港人少發紅包壓力減,20.0,0.0,0.0,10.0
3稅法修正 裁罰更有彈性也保障納稅義務人權益,0.0,0.0,0.0,20.0
網球(影)／為愛兒增「吹薩克斯風」慶祝動作！喬科維奇布里斯本賽晉級8強戰,0.0,20.0,0.0,10.0
柯文哲：不讓司法干擾民眾黨發展 決定請辭不拖累,60.0,40.0,0.0,20.0
過年集資買彩券「中大獎分錢」要付贈與稅？國稅局揭密「手持1物」免噴錢,40.0,20.0,30.0,10.0
首次訊問近11小時全程緘默 尹錫悅二次訊問又拒絕出席,90.0,60.0,0.0,10.0
TPBL／蔡宸綱「翻摔」沃許本 聯盟祭出禁賽懲處外加2萬5罰款,90.0,60.0,0.0,20.0
NBA／喬丹受訪預言「大三分時代」？ 前隊友考古：他警告過你們了,20.0,40.0,0.0,10.0
賴士葆嗆「罷免38綠委」！王鴻薇緩頰「非黨團決議」 老柯：以卵擊石,60.0,80.0,0.0,20.0
施暴高嘉瑜入獄…林秉樞驚傳健康狀況不佳 看守所證實戒護就醫,60.0,40.0,0.0,10.0
車禍要求「肉償」遭拔官 北檢檢察官陳立儒：讓我沈殿一下,60.0,40.0,20.0,10.0
中企署攜加盟協會 推「中小微企業多元振興發展計劃」 企業雙轉型加速中,0.0,0.0,0.0,20.0
三重損鄰案倒塌  侯友宜：擴大疏散並追究業者責任,90.0,40.0,20.0,10.0
議員要求加強電梯公安 新北：提升抽查比例,10.0,0.0,20.0,30.0
歐洲智庫調查：中國外交重心將大幅轉向非西方國家,20.0,0.0,0.0,40.0
新聞360》台灣「軍事火力躍進」關鍵曝！蘇紫雲揭川普對台防衛兩影響！,0.0,20.0,10.0,30.0
小粉紅怪象+1…過度餵食「錦鯉⭢豬鯉」 中國男手拿「罪證」勸阻：死好幾條了！,90.0,80.0,40.0,60.0
柯文哲律師還原搜索、羈押過程 問整天京華城案複訊卻問政治獻金,40.0,20.0,0.0,10.0
首批陸客來台有名單？ 陸委會：未接獲相關申請,10.0,0.0,0.0,20.0
TTGO職業小客車台東考照 報名至2月17日,0.0,0.0,20.0,10.0
22架次共機上午出海活動 18架次越中線進入我北、中、西南及東部空域,60.0,0.0,0.0,20.0
「英熙娃娃」搶劫啦！桃園警防搶演練 大玩「魷魚遊戲」,20.0,60.0,0.0,10.0
登月經濟熱 美日民間公司登月器共乘SpaceX火箭升空,0.0,0.0,0.0,10.0
未播搶先看！百位男神女神《民視第一發發發》美照全曝光,0.0,20.0,40.0,10.0
「字母哥」生涯50次大三元到手 斷國王7連勝,0.0,20.0,0.0,10.0
川普就職典禮  瓜地馬拉檢察總長受邀參加惹議,60.0,40.0,0.0,20.0
快新聞／台灣影視音樂如何站上國際舞台？ 學者點關鍵「這樣分析」,0.0,20.0,40.0,10.0
遠百：百貨景氣轉強 2025年營業額估620億起跳,0.0,0.0,0.0,40.0
台南地震農業災損 陳駿季視察協助災後復原,60.0,0.0,0.0,10.0
護死刑犯人權！廢死轟槍決「違法執行」 網氣炸灌爆：怎不去幫擋子彈,90.0,80.0,60.0,20.0
柯文哲抗告遭駁回確定羈押3個月 民眾黨回應了,60.0,40.0,0.0,20.0
4成過年變胖均增1.7公斤 營養師：冬天瘦身黃金時期,60.0,0.0,0.0,20.0
把廚房當廁所？中國成都連鎖火鍋店員工 竟對流理台撒尿,90.0,60.0,0.0,20.0
【柯文哲再羈押】法官羈押柯文哲12問全記錄 柯喊「我公開透明」,40.0,20.0,0.0,10.0
巴勒斯坦當局封殺半島電視台 控播出煽動性內容,60.0,40.0,0.0,20.0
高雄湖內警 「為愛」開賭場 雄檢複訊7萬交保,60.0,40.0,0.0,20.0
考中文還是數學？深圳4年級數考試成閱讀理解 教師驚：我都寫不完,40.0,20.0,0.0,10.0
侯友宜參訪嘉市美術館 汲取歷史建物活化經驗,0.0,0.0,0.0,10.0
檢調搜索柯家前1天！周玉蔻爆「陳佩琪早住進機場旅館」：準備第2天走人,60.0,40.0,0.0,20.0
高職生設計卡扣式紙箱 免膠帶、可循環使用,0.0,0.0,0.0,10.0
瑞士駐中大使：俄烏戰爭相關會談以後會在瑞士召開,0.0,0.0,0.0,20.0
怒！路口「油門踩到底」機車公嬤被撞飛重傷！「4輪仔」秒變「犁田仔」,90.0,80.0,0.0,20.0
疑高速撞車又撞毀電桿、水栓 肇事駕駛「無照」心虛棄車逃逸,90.0,40.0,0.0,20.0
雅各布斯獲提名回鍋NOAA署長 當年氣象政治化挨轟,60.0,40.0,0.0,20.0
中華電信得標台北市警用監視器備援 綠議員：別再付錢給台智光,60.0,40.0,20.0,10.0
快新聞／台中男修車忘拉手煞車「倒退嚕」 員工上班驚見老闆遭大貨車輾斃,90.0,80.0,0.0,10.0
嘉義大埔鄉6.4強震受災3路段 公路局搶通恢復,60.0,0.0,20.0,10.0
彰化兩小貨車相撞一翻覆一入田 駕駛人分送彰雲兩醫院,60.0,0.0,0.0,10.0
波浪能發電試驗計畫選定蘇澳港 今年第一季公告招商,0.0,0.0,20.0,10.0
綠委偕王小棣抗議藍刪公視預算  籲勿成文化殺手,90.0,80.0,40.0,20.0
又你！12月國道球棒嗆大車 出沒台中砸車,90.0,80.0,10.0,20.0
罷免藍委遍地開花！陳時中喊拚「大罷免」  國民黨以罷制罷「鎖定4綠委」,40.0,60.0,20.0,50.0
春節勗勉桃消 總統：許願救災零死亡及零重大傷害,60.0,40.0,0.0,80.0
宋仲基新電影「票房慘淡」僅40萬人觀看 座談會哽咽吐心聲：很努力宣傳！,90.0,80.0,0.0,20.0
經濟不振房地產市場低迷 中國法拍屋數量持續上升,90.0,40.0,0.0,20.0
初一車潮湧廟宇與景點 公路局估5處省道壅塞路段,60.0,40.0,0.0,20.0
總統府啟動大法官提名作業 朱立倫籲敞開心胸,0.0,20.0,0.0,10.0
為何東大門能在《夜市王》奪冠？網分析南機場「輸在這3點」,40.0,20.0,30.0,60.0
再回土城看守所？台北地院將第三度開羈押庭 柯文哲急會律師1.5小時,60.0,40.0,0.0,20.0
辭大學教職回台拍片 導演李靖惠「愛子歸來」傳愛,0.0,20.0,0.0,10.0
父親全身95％燒傷 女兒剃髮「割整片頭皮」救父：用全身皮也願意,60.0,80.0,0.0,20.0
學測自然科答案曝光！老師認「題目多元」鑑別度高,0.0,20.0,10.0,30.0
中居正廣宣布退出演藝圈 前SMAP成員震驚,40.0,60.0,0.0,20.0
1電腦控制1萬台無人機 深圳創2世界紀錄,0.0,0.0,0.0,40.0
德媒：另類選擇黨在中國受歡迎 因意識形態相近,0.0,20.0,0.0,10.0
消防隊門口2天內兩起車禍 消防隊員秒救援,40.0,0.0,0.0,20.0
澳網／「台拉聯軍」女雙二連勝！一姊謝淑薇晉級16強力拚衛冕,0.0,20.0,0.0,10.0
學測首日考數A、自然 可用口罩、圍巾、暖暖包,0.0,0.0,0.0,0.0
川普任內對烏政策突然改變 美國挺台立場受質疑,60.0,40.0,0.0,20.0
接替盧沙野 中國新任駐法國大使鄧勵履新,0.0,0.0,0.0,10.0
拜登發表告別演說 喊「為美國服務50年」是一生的榮幸,0.0,40.0,0.0,20.0
獨家／不受出走潮影響 「音樂才女」禹菡：力挺樂天今年奪冠,0.0,20.0,10.0,30.0
台中燒肉新戰神頒給它！燒烤職人桌邊秀技精準掌握頂級和牛 海膽生蝦吐司、炸飯糰不甘配角美味程度放大絕,0.0,60.0,20.0,40.0
林楚茵點「PGtalk林秉文」跟國民黨關係 傅崐萁扯吳乃仁：別追殺在野黨,60.0,40.0,30.0,20.0
揭林秉文拿柬埔寨護照 徐巧芯申請隨扈、發不自殺聲明：我身心都很健康,40.0,20.0,0.0,10.0
低溫特報  北市12人非創傷送醫、籲室內保持通風,40.0,0.0,20.0,10.0
三重工地損鄰！建案旁「一邊要拆一邊突塌」 專家說話了,90.0,60.0,0.0,40.0
美新國會將開議 眾院可望通過台美避免雙重課稅法案,0.0,0.0,0.0,20.0
桃園便當店起火！祖孫3代「4人受困」勇消「公主抱」救女嬰 感人畫面曝,60.0,80.0,0.0,20.0
林心如生日洩許瑋甯、邱澤放閃 楊謹華尾牙秀長腿嗨翻,0.0,60.0,0.0,10.0
新北三重六張街民宅倒塌 漏夜封鎖拆除工程至少2天,60.0,0.0,20.0,10.0
台南南化15:16規模4.9地震　最大震度嘉義大埔5弱,40.0,0.0,0.0,20.0
快新聞／南韓史上首位遭逮捕的現任總統 尹錫悅臉書曬9千字親筆信：戒嚴不是罪,60.0,40.0,30.0,20.0
韓國科學展覽會 台學子獲1金1銅,0.0,0.0,0.0,10.0
詹江村中國身分證風波 移民署：再發函要求具體回應,40.0,0.0,20.0,10.0
基隆成功國小19師生嘔吐  初步排除食物中毒,90.0,0.0,0.0,20.0
中華民國3X3籃球協會成立 吳同喬任首屆理事長,0.0,0.0,0.0,10.0
宜蘭羅東夜市民權路93號街角 連23年蟬聯地王,0.0,20.0,0.0,60.0
天兵毒蟲路口違規迴轉 被警攔查口袋掉一包「白色粉末」,90.0,60.0,0.0,20.0
週末假日回暖！上班日冷氣團報到 一路冷到下週五,60.0,40.0,0.0,20.0
被美列為中國軍企  騰訊、寧德時代股價重挫,90.0,60.0,0.0,20.0
大谷翔平3月登東蛋！台旅行社賣行程「保證有票」,0.0,20.0,40.0,30.0
MLB／道奇老將讓出11號迎佐佐木朗希 還沒聊過想要什麼禮物,0.0,0.0,20.0,10.0
台北電玩展又來了！ 350款新遊戲讓玩家玩個夠,0.0,0.0,20.0,40.0
慈濟認了！苦苓爆「偷畫盜圖」爭議 院方：原創李健儀「壁畫加註原由」,60.0,40.0,0.0,20.0
林秉文涉88會館案失聯遭通緝 2年前出沒郭哲敏內湖招待所…玩樂畫面曝光,60.0,0.0,0.0,10.0
中國國產客機C919開飛上海往返香港 業界曝全香港僅1人會修,60.0,40.0,0.0,20.0
卓榮泰：部會預算被刪到1元  政院無法接受國會凌辱,90.0,80.0,0.0,20.0
基隆焚屍塞冰櫃案  檢警瑞芳再緝獲1嫌,90.0,60.0,0.0,20.0
88會館郭哲敏涉地下匯兌 一審辯論終結檢求刑15年,90.0,0.0,0.0,20.0
大谷翔平春訓首秀擔任指定打擊 對戰老東家天使,0.0,0.0,0.0,20.0
男女平等新風潮？大陸1穿搭掀流行 網爆共鳴：男人必須潔身自愛,60.0,40.0,80.0,20.0
川普宣布南部邊境進入「國家緊急狀態」 派軍隊保護邊境,60.0,40.0,20.0,30.0
卓榮泰：若財劃法選罷法春節前才送 不尊重公務員,90.0,60.0,0.0,20.0
昔日政治金童 加拿大總理杜魯道摔落神壇,90.0,60.0,0.0,20.0
川普政府限期學校終止DEI計畫 否則恐失聯邦資金,60.0,40.0,20.0,10.0
東港安泰醫院違建拆除  包商涉妨害公務遭送辦,90.0,0.0,0.0,10.0
言承旭「謝謝遇見妳」悼念大S 杉菜爸董至成：她的訊息我永遠不刪,60.0,80.0,0.0,90.0
立院初審變造車牌最高罰7.2萬 另增罰非車主駕駛人3.6萬,60.0,0.0,0.0,20.0
不爽被趕出家門！弟拿鐵鎚擊喉、筆插尼龍繩絞殺胞兄,90.0,80.0,0.0,10.0
血庫告急！最會捐血的百貨「遠百」 熱血號召今年要辦200場,40.0,60.0,0.0,80.0
台64台65區間測速15日啟用！泰山新五路科技執法下月跟進,10.0,0.0,0.0,20.0
男散布「北榮麻疹大流行」假訊息 士檢複訊10萬交保,60.0,40.0,0.0,20.0
東海大學將添新景點  萬朵玫瑰妝點校園,0.0,20.0,0.0,40.0
馬斯克「押對寶」挺川普身價飆漲 1年內暴增7兆台幣資產,0.0,20.0,0.0,40.0
猥褻國小童剛假釋出獄 彰化男又性侵國中妹21次遭判8年,90.0,80.0,0.0,20.0
春節敬老禮金》2025全台春節禮金「發放金額、領取時間」一次看,0.0,0.0,20.0,10.0
東南亞射擊錦標賽 蔡宛妘遞補參賽驚喜摘金,0.0,60.0,0.0,20.0
賴清德上任第一槍！法務部執行死刑 今晚槍決最年輕死囚黃麟凱,90.0,80.0,0.0,20.0
小米汽車 拚月賣四萬輛,10.0,0.0,20.0,60.0
豪車禁上路！英國扣押「Cybertruck」違法行駛再掀爭議,60.0,40.0,20.0,10.0
影／ 黃麟凱已槍決 死者父今天祭告妻女：可以好好離開了,90.0,80.0,0.0,20.0
宣明智兒曬身分證連署罷免王鴻薇 破萬人按讚力挺,60.0,40.0,0.0,20.0
美航客機撞黑鷹直升機墜河 川普證實無人倖存,90.0,60.0,0.0,50.0
坦言41席藍委全罷免不太可能 陳方隅：內容與策略有調整必要,20.0,0.0,0.0,10.0
農業部：補助顏聖紘研究經費 8年僅2946萬,60.0,0.0,0.0,20.0
王婉諭稱「扁馬遭司法調查藍綠未發動遊行」 黃國昌酸：活在哪時空？,60.0,80.0,40.0,20.0
台南四鯤鯓紅樹林生態觀光船1/11啟航  南區海洋觀光邁大步,0.0,0.0,0.0,40.0
徐巧芯爆「外套門」案外案 王定宇開酸：果然是詐團家屬,90.0,80.0,60.0,20.0
世界冠軍伴娘團！「超猛肌肉」畫面曝光 網看傻：硬派實力,0.0,80.0,20.0,40.0
卓榮泰：黃國昌忙選黨主席 惡意忽略政府新增建設,60.0,40.0,0.0,20.0
SJ利特驚喜現身苗栗餐廳！温昇豪同框要求「做這事」服務客人,0.0,60.0,80.0,10.0
我護海底電纜 盯上陸籍權宜輪,60.0,40.0,0.0,20.0
好熱鬧！朱學恒壓線服刑「這5大咖」北所過年 除夕豐富菜單曝光,0.0,20.0,0.0,10.0
國道中山高6車連環撞2死者疑失聯移工 警釐清是否有人逃離現場,90.0,40.0,0.0,20.0
砍人案中捷求償  一審認定凶嫌無毀損故意判駁回,90.0,0.0,0.0,10.0
香港郵輪碼頭營運招標 擬設停泊日數指標,10.0,0.0,0.0,20.0
工程師工作病倒「緊急手術」！公婆只關心1事 人妻心寒,90.0,80.0,0.0,20.0
黃金大亨涂誠文落跑了！3年洗錢2476億元 刑事局列「緊急查緝專刊」,90.0,60.0,10.0,20.0
大埔5.6地震影響 高鐵部分列車延誤40至70分、台鐵行車漸恢復,30.0,0.0,0.0,10.0
演戲遭「師兄師姐」指手畫腳 女演員嘆：沒有規定大愛之人不能尖酸刻薄,60.0,40.0,0.0,10.0
王博玄經典賽資格賽骰幸運骰子「6起來」 賽後直呼很幸福,0.0,60.0,0.0,20.0
戴台灣百合胸章紀念228 林佳龍：銘記歷史堅守自由,0.0,20.0,0.0,10.0
成立僅5年！三重民宅倒塌建商「首案就出包」 預售屋行情曝光,90.0,60.0,10.0,50.0
